cell,vertex,x,y
158,2,2.3999999999999999,-2
159,0,1,-2
159,1,1.6000000000000001,-2
159,2,2.3999999999999999,-1.6000000000000001
159,3,1.3999999999999999,-1.8
160,0,1.2,-2.7999999999999998
160,1,1.6000000000000001,-2.6000000000000001
160,2,1.3999999999999999,-2.6000000000000001
161,0,1,-3
161,1,1.6000000000000001,-2.6000000000000001
161,2,1.2,-2.7999999999999998
162,0,0.80000000000000004,-2.3999999999999999
162,1,1.6000000000000001,-2
162,2,1,-2
163,0,1.3999999999999999,-1.8
163,1,2.3999999999999999,-1.6000000000000001
163,2,3,-1.2
164,0,1.6000000000000001,-2.6000000000000001
164,1,2.3999999999999999,-2
164,2,1.8,-2.3999999999999999
