x,y,sigma,sigma_vee,psi
-3.75,2.5,0.00038953167966117872,0.00038953167966117872,-0.24422262106464321
-3.75,2.625,0.00039169927228950157,0.00038999494823732433,-0.22548433369670534
-3.75,2.75,0.0003906906637761532,0.00039045821681346995,-0.20674604632876747
-3.75,2.875,0.00039322561623435432,0.00039092148538961562,-0.18800775896082741
-3.75,3,0.00039380451372930892,0.00039138475396576129,-0.16926947159288736
-3.75,3.125,0.0003947231620853325,0.00039184802254190696,-0.1505311842249473
-3.75,3.25,0.00039724376738659977,0.00039231129111805258,-0.13179289685700943
-3.75,3.375,0.00039724848546717032,0.00039277455969419819,-0.11305460948907156
-3.75,3.5,0.00039404412900874891,0.00039323782827034386,-0.094316322121131502
-3.75,3.625,0.00039370109684648953,0.00039370109684648953,-0.075578034753191442
-3.75,3.75,0.00039642839287987099,0.00039422109343979956,-0.054545212546987243
-3.75,3.875,0.00039474109003310954,0.00039474109003310954,-0.033512390340785236
-3.75,4,0.00039652684540182951,0.00039565698426145623,0.0035336994073814909
-3.75,4.125,0.00039723369925948249,0.00039657287848980286,0.040579789155546026
-3.75,4.25,0.00039770391874547392,0.00039753651234956261,0.079556851515108329
-3.75,4.375,0.00039894250525634442,0.00039859653090304362,0.12243248196630824
-3.75,4.5,0.00040073682081312505,0.00039981174728963336,0.17158555437108999
-3.75,4.625,0.00040109942552907685,0.00040106900992675554,0.22243931351740789
-3.75,4.75,0.00040267426656389509,0.00040235101197118046,0.27429373221030723
-3.75,4.875,0.00040447005145733675,0.00040393610842190392,0.33840771344916964
-3.75,5,0.00040658990704900931,0.00040649401878446387,0.44187007179399451
-3.625,-1.375,0.00040312716384044282,0.00040312716384044282,0.3056875230182311
-3.625,-1.25,0.00040235551041205661,0.00040182514228376802,0.25302335509384866
-3.625,-1.125,0.00040086524208961087,0.00040052312072709327,0.20035918716946846
-3.625,-1,0.00039922109917041857,0.00039922109917041857,0.14769501924509043
-3.625,-0.875,0.00039909772730738045,0.00039808020299714257,0.10154805082842269
-3.625,-0.75,0.00039709448816959949,0.00039693930682386657,0.055401082411754954
-3.625,-0.625,0.00039579841065059062,0.00039579841065059062,0.009254113995089408
-3.625,-0.5,0.00039522979914277087,0.00039496432055556948,-0.024483162168325551
-3.625,-0.375,0.00039500818333708311,0.00039413023046054835,-0.058220438331740509
-3.625,-0.25,0.00039378485538675296,0.00039335833033551188,-0.089442254589215286
-3.625,-0.125,0.00039278815602235409,0.00039259860645779877,-0.12017156599495527
-3.625,0,0.00039211343825412215,0.00039185105882740901,-0.15040837254896045
-3.625,0.125,0.00039111553565055385,0.00039110351119701924,-0.18064517910296563
-3.625,0.25,0.00039243915177317304,0.00039044029640439596,-0.20747089103499206
-3.625,0.375,0.00039024373667427282,0.00038986404950921776,-0.23077892545115991
-3.625,0.5,0.00039130177046762095,0.00038944603926961425,-0.24768660362264278
-3.625,0.625,0.0003899415234254855,0.00038904998713138643,-0.26370612050968156
-3.625,0.75,0.00038969340627048528,0.00038877975845375955,-0.27463633006233357
-3.625,0.875,0.00038850952977613267,0.00038850952977613267,-0.28556653961498557
-3.625,1,0.00038972997799862659,0.00038845232498054813,-0.28788035918678934
-3.625,1.125,0.00038944450825020686,0.00038839512018496364,-0.29019417875859088
-3.625,1.25,0.00038898134990015122,0.0003883379153893792,-0.29250799833039021
-3.625,1.375,0.00038932234264793379,0.00038828071059379465,-0.29482181790219397
-3.625,1.5,0.0003886891311666986,0.00038822350579821016,-0.29713563747399552
-3.625,1.625,0.00039032357187772468,0.00038816630100262567,-0.29944945704579706
-3.625,1.75,0.00039087317670431548,0.00038820561694635536,-0.29785920575381841
-3.625,1.875,0.00038839333831803543,0.00038824493289008505,-0.29626895446183987
-3.625,2,0.00038924417788434887,0.00038830064350698024,-0.29401557142966328
-3.625,2.125,0.00038972237987362134,0.00038835635412387543,-0.2917621883974868
-3.625,2.25,0.00039047296849662063,0.00038845248142374978,-0.28787403137216877
-3.625,2.375,0.00038893584297417948,0.00038859087369492188,-0.28227634078779995
