cell,vertex,x,y
360,1,-0.875,-2.125
360,2,-0.25,-2
361,0,0.5,-2.875
361,1,1,-3
361,2,0.625,-2.875
362,0,-2.25,-1
362,1,-1.25,-1.25
362,2,-1.25,-1.125
363,0,-1.5,-2.375
363,1,-1.25,-2.375
363,2,-1.125,-2.25
364,0,-1.375,-0.125
364,1,-0.75,-0.625
364,2,-0.75,0
365,0,-1.5,0.625
365,1,-1.125,0.75
365,2,-1.5,1.125
366,0,-1.375,-0.75
366,1,-1.25,-1.125
366,2,-0.375,-0.875
367,0,0.625,-2.625
367,1,0.875,-2.75
367,2,1,-2.625
368,0,-1.75,2.75
368,1,-0.875,1.875
368,2,-0.125,1.625
369,0,1.75,0.75
369,1,1.875,0.5
369,2,2.125,0.625
370,0,-1.375,-0.75
370,1,-0.375,-0.875
370,2,-0.75,-0.625
371,0,-0.875,1.625
371,1,-0.125,1.375
371,2,-0.875,1.875
372,0,-2.125,3.875
372,1,-0.75,2.875
372,2,-1.75,3.625
373,0,-1.375,3.25
373,1,-0.5,2.625
373,2,-0.75,2.875
374,0,-1.25,-1.25
374,1,-0.875,-1.5
374,2,-1.25,-1.125
375,0,-1,-2.5
375,1,-0.5,-2.625
375,2,-0.75,-2.5
376,0,-0.75,2.875
376,1,0.75,1.875
376,2,-0.5,2.75
377,0,-1.5,3.5
377,1,-1,3.125
377,2,-0.625,2.875
378,0,-0.25,-2.125
378,1,0,-2.25
378,2,-0.25,-2
379,0,-0.75,0
379,1,-0.5,-0.25
379,2,0,0.125
380,0,-1.25,-2.375
380,1,-0.75,-2.5
380,2,-1.125,-2.25
381,0,-1.75,2.75
381,1,-0.125,1.625
381,2,-0.375,2.125
382,0,-1.25,-1.125
382,1,-0.875,-1.5
382,2,-0.625,-1.5
383,0,-2.25,0.375
383,1,-0.75,0
383,2,-1.5,0.625
384,0,-1.25,-2
384,1,-1.125,-2.25
384,2,-0.875,-2.125
385,0,-1.375,2.625
385,1,-0.375,2.125
385,2,-0.375,2.375
386,0,-1.125,-2.25
386,1,-0.75,-2.5
386,2,-0.5,-2.375
387,0,-1.875,3.375
387,1,-0.375,2.375
387,2,-1.125,3
388,0,-1.625,3.375
388,1,-1.125,3
388,2,-1.375,3.25
389,0,-1.125,0.75
389,1,-0.75,0
389,2,0,0.125
390,0,-0.875,-2.125
390,1,-0.25,-2.125
390,2,-0.25,-2
391,0,-1,3.125
391,1,-0.75,2.875
391,2,-0.5,2.75
392,0,-0.875,-2.125
392,1,-0.5,-2.375
392,2,0,-2.25
393,0,-0.5,-1.75
393,1,-0.25,-2
393,2,0.25,-2
394,0,-0.5,-0.25
394,1,-0.375,-0.875
394,2,0.25,-0.75
394,3,0.625,-0.5
395,0,-1.5,-1.875
395,1,-0.875,-1.5
395,2,-1.25,-1.25
396,0,0.125,2.25
396,1,0.625,1.875
396,2,0.75,1.875
397,0,-0.75,-2.5
397,1,-0.375,-2.625
397,2,-0.25,-2.5
398,0,-1.375,3.25
398,1,-1.125,3
398,2,-0.5,2.625
399,0,-1.125,0.75
399,1,0,0.5
399,2,-0.125,0.75
400,0,-0.25,-2.5
400,1,0.375,-2.625
400,2,0.375,-2.5
401,0,-1.25,-1.125
401,1,-0.625,-1.5
401,2,0.125,-1.25
402,0,1.875,-2
402,1,2.25,-1.75
402,2,1.875,-1.625
403,0,-0.75,2.875
403,1,-0.5,2.625
403,2,0.125,2.25
404,0,-1.125,3
404,1,-0.375,2.375
404,2,-0.5,2.625
405,0,-1.25,1.5
405,1,-1.125,0.75
405,2,-0.125,0.75
406,0,-0.875,1.875
406,1,-0.125,1.375
406,2,-0.125,1.625
407,0,-1.25,1.5
407,1,-0.125,0.75
407,2,-0.125,1.375
408,0,0.25,-2.125
408,1,0.375,-2.25
408,2,0.75,-2.25
409,0,0.125,-2.25
409,1,0.375,-2.25
409,2,0.25,-2.125
410,0,0,-2.25
410,1,0.375,-2.5
410,2,0.125,-2.25
411,0,-1,3.125
411,1,-0.5,2.75
411,2,0.25,2.25
412,0,-0.75,-2.5
412,1,-0.25,-2.5
412,2,-0.5,-2.375
413,0,-1.75,2.75
413,1,-0.375,2.125
413,2,-1.375,2.625
414,0,0.125,-2.75
414,1,0.625,-2.75
414,2,0.375,-2.625
415,0,-0.125,1.375
415,1,1,0.875
415,2,0.875,1.125
416,0,-0.5,-2.375
416,1,-0.25,-2.5
416,2,0,-2.25
417,0,-0.25,-2.5
417,1,0.375,-2.5
417,2,0,-2.25
418,0,-1.25,-2
418,1,-0.25,-2
418,2,-0.5,-1.75
419,0,-0.125,0.75
419,1,0,0.5
419,2,0.625,0.5
420,0,-0.5,-1.75
420,1,0.25,-2
420,2,0.75,-1.875
421,0,0.625,-2.375
421,1,1,-2.375
421,2,0.75,-2.25
422,0,-0.5,-2.625
422,1,0,-2.75
422,2,0.125,-2.75
423,0,0.25,-2.125
423,1,0.75,-1.875
423,2,0.25,-2
424,0,-0.875,-2.125
424,1,0,-2.25
424,2,-0.25,-2.125
425,0,0,0.125
425,1,1,-0.5
425,2,0.875,0.125
426,0,-0.75,2.875
426,1,0.125,2.25
426,2,0.75,1.875
427,0,-0.375,2.125
427,1,-0.125,1.625
427,2,0.625,1.5
428,0,-0.5,-2.625
428,1,0.125,-2.75
428,2,-0.375,-2.625
429,0,-0.125,1.625
429,1,0.25,1.5
429,2,0.625,1.5
430,0,-0.375,-2.625
430,1,0.125,-2.75
430,2,-0.125,-2.625
431,0,-1.25,-1.125
431,1,0.125,-1.25
431,2,-0.375,-0.875
432,0,1.5,-2.5
432,1,1.875,-2.25
432,2,1.625,-2.25
433,0,-0.125,0.75
433,1,0.375,1
433,2,-0.125,1.375
434,0,-0.125,1.375
434,1,0.875,1.125
434,2,-0.125,1.625
435,0,-0.25,-2
435,1,0,-2.25
435,2,0.125,-2.25
436,0,-0.625,-1.5
436,1,-0.5,-1.75
436,2,0.125,-1.25
437,0,0,0.5
437,1,0.625,0.25
437,2,0.625,0.5
438,0,-0.5,-0.25
438,1,1,-0.5
438,2,0,0.125
439,0,0.5,-2.875
439,1,0.625,-2.875
439,2,0.625,-2.75
440,0,0,-2.75
440,1,0.5,-2.875
440,2,0.125,-2.75
441,0,-0.375,-0.875
441,1,0.125,-1.25
441,2,0.25,-0.75
442,0,-0.25,-2
442,1,0.25,-2.125
442,2,0.25,-2
443,0,0.375,1
443,1,0.625,0.5
443,2,0.625,0.75
444,0,-1.125,0.75
444,1,0,0.125
444,2,0,0.5
445,0,-0.25,-2.5
445,1,0.125,-2.75
445,2,0.375,-2.625
446,0,0.125,-2.25
446,1,0.375,-2.375
446,2,0.375,-2.25
447,0,-0.125,0.75
447,1,0.625,0.5
447,2,0.375,1
448,0,-0.5,2.625
448,1,0.875,1.5
448,2,0.625,1.875
449,0,-0.25,-2
449,1,0.125,-2.25
449,2,0.25,-2.125
450,0,0.625,-2.875
450,1,1,-3
450,2,0.75,-2.875
451,0,2.375,0.25
451,1,2.75,0
451,2,2.875,0
452,0,0,0.125
452,1,0.875,0.125
452,2,0.625,0.25
453,0,-0.5,-1.75
453,1,0.75,-1.875
453,2,0.125,-1.25
454,0,1,-2.625
454,1,1.125,-2.75
454,2,1.25,-2.625
455,0,1,0.875
455,1,1.375,0.625
455,2,1.875,0.5
456,0,1.375,0.375
456,1,1.875,0.5
456,2,1.375,0.625
457,0,-0.5,-0.25
457,1,0.625,-0.5
457,2,1,-0.5
458,0,0.125,-2.25
458,1,0.375,-2.5
458,2,0.375,-2.375
459,0,0.875,-2.75
459,1,1.125,-2.75
459,2,1,-2.625
460,0,0.25,-0.75
460,1,1,-0.5
460,2,0.625,-0.5
461,0,0.75,-1.875
461,1,1.75,-1.875
461,2,1.875,-1.625
462,0,-0.375,2.125
462,1,0.625,1.5
462,2,-0.375,2.375
463,0,0.375,-2.625
463,1,0.625,-2.75
463,2,0.625,-2.625
464,0,-0.5,2.625
464,1,0.625,1.875
464,2,0.125,2.25
465,0,0.375,-2.5
465,1,0.625,-2.625
465,2,0.625,-2.375
466,0,0.75,-1.875
466,1,1,-2
466,2,1.75,-1.875
467,0,0.875,0.125
467,1,1,-0.5
467,2,1.375,-0.375
468,0,-0.125,1.375
468,1,0.375,1
468,2,1,0.875
469,0,0.75,-2.25
469,1,1,-2
469,2,0.75,-1.875
470,0,0.625,-2.625
470,1,1,-2.625
470,2,1,-2.375
471,0,0,0.125
471,1,0.625,0.25
471,2,0,0.5
472,0,0.625,0.5
472,1,0.875,0.125
472,2,1.375,0.375
473,0,0.375,-2.625
473,1,0.625,-2.625
473,2,0.375,-2.5
474,0,0.75,-2.25
474,1,1.125,-2.25
474,2,1,-2
475,0,0.375,-2.5
475,1,0.625,-2.375
475,2,0.375,-2.375
476,0,0.375,-2.375
476,1,0.625,-2.375
476,2,0.375,-2.25
477,0,0.625,-2.75
477,1,0.75,-2.875
477,2,0.875,-2.75
478,0,0.375,-2.25
478,1,0.625,-2.375
478,2,0.75,-2.25
479,0,-0.5,2.75
479,1,0.75,1.875
479,2,0.25,2.25
480,0,0.625,-2.75
480,1,0.875,-2.75
480,2,0.625,-2.625
481,0,1.875,-1.625
481,1,2.25,-1.75
481,2,2,-1.625
482,0,0.375,1
482,1,0.625,0.75
482,2,1.375,0.375
483,0,0.625,1.875
483,1,1.75,1.125
483,2,0.75,1.875
484,0,0.625,-2.625
484,1,1,-2.375
484,2,0.625,-2.375
485,0,1.125,-2.25
485,1,1.25,-2.25
485,2,1.75,-1.875
486,0,0.75,-2.875
486,1,0.875,-2.875
486,2,0.875,-2.75
487,0,1.25,-2.25
487,1,1.875,-2
487,2,1.75,-1.875
488,0,0.875,-2.875
488,1,1,-3
488,2,1,-2.875
489,0,0.375,1
489,1,1.375,0.375
489,2,1,0.875
490,0,1.125,-2.5
490,1,1.25,-2.625
490,2,1.5,-2.5
491,0,1.25,-2.25
491,1,1.75,-2.125
491,2,1.875,-2
492,0,0.875,1.5
492,1,1.25,1.25
492,2,2,0.875
493,0,1,0.875
493,1,1.375,0.375
493,2,1.375,0.625
494,0,0.125,-1.25
494,1,0.75,-1.875
494,2,1.125,-1.5
495,0,-0.375,2.375
495,1,0.625,1.5
495,2,0.875,1.5
496,0,1.875,-2.375
496,1,2,-2.25
496,2,1.875,-2.25
497,0,0.25,2.25
497,1,0.75,1.875
497,2,1.125,1.625
498,0,1,-2.375
498,1,1.25,-2.25
498,2,1.125,-2.25
499,0,0.25,1.5
499,1,0.875,1.125
499,2,0.625,1.5
500,0,0.875,-2.875
500,1,1,-2.875
500,2,0.875,-2.75
501,0,0.625,1.5
501,1,0.875,1.125
501,2,1.75,0.75
502,0,1.75,-2.5
502,1,1.875,-2.375
502,2,1.75,-2.375
503,0,2,0.75
503,1,2.125,0.625
503,2,2,0.875
504,0,1,-2.875
504,1,1.125,-2.875
504,2,1.125,-2.75
505,0,1,-2.625
505,1,1.125,-2.5
505,2,1,-2.375
506,0,0.875,-2.75
506,1,1,-2.875
506,2,1.125,-2.75
507,0,0.625,0.5
507,1,1.375,0.375
507,2,0.625,0.75
508,0,1,-2.375
508,1,1.125,-2.5
508,2,1.25,-2.25
509,0,0.125,-1.25
509,1,1,-0.5
509,2,0.25,-0.75
510,0,1.75,0.75
510,1,2.125,0.625
510,2,2,0.75
511,0,0.625,0.25
511,1,0.875,0.125
511,2,0.625,0.5
512,0,1,-2
512,1,1.125,-2.25
512,2,1.75,-1.875
513,0,0.75,-2.25
513,1,1,-2.375
513,2,1.125,-2.25
514,0,1,-3
514,1,1.375,-2.75
514,2,1.125,-2.875
515,0,1.75,-2.5
515,1,2.125,-2.25
515,2,1.875,-2.375
516,0,1.125,-2.875
516,1,1.375,-2.75
516,2,1.125,-2.75
517,0,1.375,0.375
517,1,1.5,0
517,2,1.75,0
518,0,0.875,0.125
518,1,1.5,0
518,2,1.375,0.375
519,0,0.125,-1.25
519,1,1.125,-1.5
519,2,1.75,-1.25
520,0,1.125,-2.75
520,1,1.375,-2.75
520,2,1.25,-2.625
521,0,1.375,0.375
521,1,1.75,0
521,2,2.25,0
522,0,1,-2.625
522,1,1.25,-2.625
522,2,1.125,-2.5
523,0,1.875,-2.375
523,1,2.25,-2.125
523,2,2,-2.25
524,0,1,-0.5
524,1,1.875,-0.875
524,2,1.875,-0.625
525,0,0.75,1.875
525,1,1.75,1.125
525,2,2,1
526,0,2,0.875
526,1,2.5,0.5
526,2,2.125,0.875
527,0,1.375,-2.75
527,1,1.75,-2.5
527,2,1.5,-2.625
528,0,1.25,-2.25
528,1,1.625,-2.25
528,2,1.75,-2.125
529,0,1,-0.5
529,1,1.375,-0.75
529,2,1.875,-0.875
530,0,1.75,-1.875
530,1,1.875,-2
530,2,1.875,-1.625
531,0,1.5,-2.5
531,1,1.625,-2.25
531,2,1.5,-2.375
532,0,0.875,0.125
532,1,1.375,-0.375
532,2,1.875,-0.625
533,0,1.25,-2.625
533,1,1.375,-2.75
533,2,1.375,-2.625
534,0,1.125,-2.5
534,1,1.5,-2.375
534,2,1.625,-2.25
535,0,1.875,-2
535,1,2.125,-2
535,2,2.625,-1.75
536,0,1.25,1.25
536,1,1.75,0.75
536,2,2,0.75
537,0,0.125,-1.25
537,1,1.375,-0.75
537,2,1,-0.5
538,0,2,0.875
538,1,2.125,0.625
538,2,2.5,0.5
539,0,1.125,-2.5
539,1,1.5,-2.5
539,2,1.5,-2.375
540,0,0.625,1.5
540,1,1.75,0.75
540,2,0.875,1.5
541,0,0.875,0.125
541,1,1.875,-0.625
541,2,1.5,0
542,0,1.75,-1.25
542,1,2.625,-1.375
542,2,2.5,-0.875
543,0,1.375,-2.75
543,1,1.5,-2.625
543,2,1.5,-2.5
544,0,0.875,1.125
544,1,1.875,0.5
544,2,1.75,0.75
545,0,1.375,-2.75
545,1,1.5,-2.5
545,2,1.375,-2.625
546,0,1.125,-2.5
546,1,1.625,-2.25
546,2,1.25,-2.25
547,0,1.75,-2.125
547,1,2.125,-2
547,2,1.875,-2
548,0,0.875,1.125
548,1,1,0.875
548,2,1.875,0.5
549,0,0.75,-1.875
549,1,1.875,-1.625
549,2,1.125,-1.5
550,0,1.875,-2.375
550,1,2.125,-2.25
550,2,2.25,-2.125
551,0,1.5,-2.625
551,1,1.75,-2.375
551,2,1.5,-2.5
552,0,0.875,1.5
552,1,1.75,0.75
552,2,1.25,1.25
553,0,1.5,-2.625
553,1,1.75,-2.5
553,2,1.75,-2.375
554,0,1.75,-2.125
554,1,1.875,-2.25
554,2,2.125,-2
555,0,1.5,-2.5
555,1,1.75,-2.375
555,2,1.875,-2.25
556,0,2.625,-1.375
556,1,3,-1.125
556,2,2.875,-1
557,0,1.5,0
557,1,1.875,-0.625
557,2,1.75,0
558,0,1.125,-1.5
558,1,1.875,-1.625
558,2,1.75,-1.25
559,0,3.375,-0.875
559,1,3.875,-0.875
559,2,3.625,-0.75
560,0,2.25,-2
560,1,2.5,-2
560,2,2.625,-1.75
561,0,1.875,-2
561,1,2.625,-1.75
561,2,2.25,-1.75
562,0,2,-2.25
562,1,2.25,-2.125
562,2,2.125,-2.125
563,0,1.875,0.5
563,1,2.5,0.375
563,2,2.125,0.625
564,0,1.75,1.125
564,1,2,0.875
564,2,2.125,0.875
565,0,1.875,-1.625
565,1,2,-1.625
565,2,2.625,-1.375
566,0,0.75,1.875
566,1,2,1
566,2,1.125,1.625
567,0,1.375,-0.75
567,1,1.75,-1.25
567,2,1.875,-0.875
568,0,2.625,-1.875
568,1,2.75,-1.75
568,2,2.625,-1.75
569,0,1,-0.5
569,1,1.875,-0.625
569,2,1.375,-0.375
570,0,1.25,1.25
570,1,2,0.75
570,2,2,0.875
571,0,0.125,-1.25
571,1,1.75,-1.25
571,2,1.375,-0.75
572,0,0.625,1.875
572,1,0.875,1.5
572,2,1.75,1.125
573,0,1.75,-2.375
573,1,1.875,-2.375
573,2,1.875,-2.25
574,0,2.625,-1.375
574,1,3,-1.25
574,2,3,-1.125
575,0,1.875,-2.25
575,1,2,-2.25
575,2,2.125,-2.125
576,0,2.5,-0.875
576,1,2.875,-1
576,2,3.375,-0.875
577,0,1.875,-2.25
577,1,2.125,-2.125
577,2,2.125,-2
578,0,1.625,-2.25
578,1,1.875,-2.25
578,2,1.75,-2.125
579,0,2.125,0.625
579,1,2.5,0.375
579,2,2.5,0.5
580,0,2.125,-2.125
580,1,2.25,-2.125
580,2,2.25,-2
581,0,0.875,1.5
581,1,2,0.875
581,2,1.75,1.125
582,0,1.375,0.375
582,1,2.25,0
582,2,1.875,0.5
583,0,2.125,-2.125
583,1,2.25,-2
583,2,2.125,-2
584,0,2.125,-2
584,1,2.25,-2
584,2,2.625,-1.75
585,0,1.875,-0.625
585,1,2.5,-0.875
585,2,2.625,-0.625
586,0,2.5,-0.875
586,1,2.75,-0.625
586,2,2.625,-0.625
587,0,1.75,1.125
587,1,2.125,0.875
587,2,2,1
588,0,2.25,-1.75
588,1,2.625,-1.625
588,2,2.625,-1.375
589,0,1.75,0
589,1,2.625,-0.625
589,2,2.25,0
590,0,1.75,-1.25
590,1,1.875,-1.625
590,2,2.625,-1.375
591,0,2.125,-2.25
591,1,2.5,-2
591,2,2.25,-2.125
592,0,2.625,-1.75
592,1,2.75,-1.75
592,2,3.125,-1.5
593,0,2.25,-2.125
593,1,2.5,-2
593,2,2.25,-2
594,0,1.75,0
594,1,1.875,-0.625
594,2,2.625,-0.625
595,0,2.625,-1.625
595,1,2.75,-1.5
595,2,2.625,-1.375
596,0,1.875,0.5
596,1,2.25,0
596,2,2.25,0.25
597,0,1.875,-0.875
597,1,2.5,-0.875
597,2,1.875,-0.625
598,0,1.875,0.5
598,1,2.375,0.25
598,2,2.5,0.375
599,0,2.25,0
599,1,2.625,-0.625
599,2,2.75,-0.625
600,0,1.875,0.5
600,1,2.25,0.25
600,2,2.375,0.25
601,0,2.5,-2
601,1,2.625,-1.875
601,2,2.625,-1.75
602,0,2.25,-1.75
602,1,2.625,-1.75
602,2,2.625,-1.625
603,0,2,-1.625
603,1,2.25,-1.75
603,2,2.625,-1.375
604,0,1.75,-1.25
604,1,2.5,-0.875
604,2,1.875,-0.875
605,0,2.875,0
605,1,3,-0.375
605,2,3.125,-0.125
606,0,2.75,0
606,1,3,-0.375
606,2,2.875,0
607,0,2.625,-1.375
607,1,2.75,-1.5
607,2,3,-1.5
608,0,2.5,0.375
608,1,2.75,0.25
608,2,2.5,0.5
609,0,2.625,-1.75
609,1,2.75,-1.5
609,2,2.625,-1.625
610,0,2.625,-1.375
610,1,3,-1.5
610,2,3,-1.25
611,0,2.25,0
611,1,3,-0.375
611,2,2.25,0.25
612,0,3,-1.125
612,1,3.5,-1.125
612,2,3.625,-1
613,0,2.75,-1.75
613,1,3.25,-1.5
613,2,3.125,-1.5
614,0,2.5,-0.875
614,1,2.625,-1.375
614,2,2.875,-1
615,0,2.625,-1.875
615,1,2.875,-1.75
615,2,2.75,-1.75
616,0,3.375,-0.875
616,1,3.625,-1
616,2,3.75,-1
617,0,2.5,-0.875
617,1,3.375,-0.875
617,2,2.75,-0.625
618,0,2.625,-1.75
618,1,3,-1.5
618,2,2.75,-1.5
619,0,2.75,-0.625
619,1,3.375,-0.875
619,2,3,-0.375
620,0,2.5,0.375
620,1,2.875,0.125
620,2,2.75,0.25
621,0,2.25,0.25
621,1,3,-0.375
621,2,2.375,0.25
622,0,2.75,-1.75
622,1,2.875,-1.75
622,2,3.25,-1.5
623,0,3,-0.375
623,1,3.375,-0.875
623,2,3.625,-0.75
624,0,3,-1.5
624,1,3.125,-1.5
624,2,3.375,-1.375
625,0,2.375,0.25
625,1,2.875,0
625,2,2.5,0.375
626,0,3.625,-0.75
626,1,3.875,-0.875
626,2,3.75,-0.75
627,0,2.5,0.375
627,1,2.875,0
627,2,2.875,0.125
628,0,2.375,0.25
628,1,3,-0.375
628,2,2.75,0
629,0,2.625,-1.75
629,1,3.125,-1.5
629,2,3,-1.5
630,0,3.375,-1.375
630,1,3.625,-1.25
630,2,3.375,-1.25
631,0,2.25,0
631,1,2.75,-0.625
631,2,3,-0.375
632,0,3,-1.5
632,1,3.375,-1.25
632,2,3,-1.25
633,0,2.875,-1
633,1,3,-1.125
633,2,3.625,-1
634,0,3.125,-1.5
634,1,3.25,-1.5
634,2,3.375,-1.375
635,0,3.375,-1.25
635,1,3.625,-1.25
635,2,3.75,-1.125
636,0,3,-0.375
636,1,3.25,-0.25
636,2,3.125,-0.125
637,0,3,-0.375
637,1,3.625,-0.75
637,2,3.625,-0.625
638,0,3,-1.5
638,1,3.375,-1.375
638,2,3.375,-1.25
639,0,2.875,0
639,1,3.125,-0.125
639,2,2.875,0.125
640,0,3.25,-1.5
640,1,3.625,-1.25
640,2,3.375,-1.375
641,0,3,-1.125
641,1,3.375,-1.25
641,2,3.5,-1.125
642,0,3,-1.25
642,1,3.375,-1.25
642,2,3,-1.125
643,0,3.625,-0.75
643,1,3.75,-0.75
643,2,3.625,-0.625
644,0,3.375,-1.25
644,1,3.75,-1.125
644,2,3.5,-1.125
645,0,3,-0.375
645,1,3.375,-0.375
645,2,3.25,-0.25
646,0,2.875,-1
646,1,3.625,-1
646,2,3.375,-0.875
647,0,3.375,-0.875
647,1,3.75,-1
647,2,3.875,-0.875
648,0,3.625,-1.25
648,1,4,-1
648,2,3.75,-1.125
649,0,3,-0.375
649,1,3.625,-0.625
649,2,3.375,-0.375
650,0,3.75,-1
650,1,4,-1
650,2,3.875,-0.875
651,0,3.5,-1.125
651,1,3.75,-1.125
651,2,3.75,-1
652,0,3.5,-1.125
652,1,3.75,-1
652,2,3.625,-1
653,0,3.75,-1.125
653,1,4,-1
653,2,3.75,-1
