x,y,sigma,sigma_exact,ell_A,ell_A_exact
1,13,0.0019593590558219529,,0.0019626525046333334,39472377286/20111750395353
1,14,0.0019405558032696392,,0.0019654094609354964,13175941501/6703916798451
1,15,0.0019400256361958191,,0.0019681664172376593,39583271720/20111750395353
1,16,0.0019536320577462382,,0.0019709233735398226,39638718937/20111750395353
1,17,0.0019302045682026002,,0.0019736803298419855,4410462906/2234638932817
1,18,0.0019203667078471118,,0.0019764372861441489,39749613371/20111750395353
1,19,0.0019244933396109682,,0.0019791942424463118,39805060588/20111750395353
1,20,0.0019253895197436787,,0.0019819511987484752,13286835935/6703916798451
1,21,0.0019246734642016717,,0.0019847081550506381,39915955022/20111750395353
1,22,0.0019180042106290258,,0.0019874651113528014,39971402239/20111750395353
1,23,0.0019251644353547946,,0.0019902220676549644,13342283152/6703916798451
1,24,0.0019536355505050257,,0.0019929790239571277,40082296673/20111750395353
1,25,0.0019230184980930495,,0.0019957359802592906,40137743890/20111750395353
1,26,0.0019451000234497055,,0.001998492936561454,4465910123/2234638932817
1,27,0.001940594969569996,,0.0020012498928636169,40248638324/20111750395353
1,28,0.0019477664192409695,,0.0020040068491657798,40304085541/20111750395353
1,29,0.0019620855694453022,,0.0020067638054679432,13453177586/6703916798451
1,30,0.0019851983892042349,,0.0020095207617701061,40414979975/20111750395353
1,31,0.0019668755723005814,,0.0020122777180722694,40470427192/20111750395353
1,32,0.0019732775181062505,,0.0020150346743744323,13508624803/6703916798451
1,33,0.0019787603260119383,,0.0020177916306765957,40581321626/20111750395353
1,34,0.0020121870354785076,,0.0020205485869787586,40636768843/20111750395353
1,35,0.0020278046614514576,,0.002023305543280922,4521357340/2234638932817
1,36,0.0020369436711251219,,0.0020260624995830849,40747663277/20111750395353
1,37,0.0020535639088583003,,0.0020288194558852482,40803110494/20111750395353
1,38,0.0020643995225645981,,0.0020315764121874112,13619519237/6703916798451
1,39,0.0020742415337606629,,0.0020343333684895741,40914004928/20111750395353
1,40,0.0020891944769968729,,0.0020370903247917374,40969452145/20111750395353
1,41,0.002114936406799849,,0.0020398472810939003,13674966454/6703916798451
1,42,0.0021502892323335904,,0.0020426042373960637,41080346579/20111750395353
2,-2,0.0020320057152918344,,0.0019526725894069403,13090554574/6703916798451
2,-1,0.0020476786334900732,,0.0019554295457091032,39327110939/20111750395353
2,0,0.0020292039977383883,,0.0019581865020112665,39382558156/20111750395353
2,1,0.0020169635787184365,,0.0019609434583134295,4382000597/2234638932817
2,2,0.0020088858287114499,,0.0019637004146155928,39493452590/20111750395353
2,3,0.002009634168933073,,0.0019664573709177557,39548899807/20111750395353
2,4,0.001995321503084571,,0.0019692143272199191,13201449008/6703916798451
2,5,0.0019881985072724897,,0.001971971283522082,39659794241/20111750395353
2,6,0.0020031712093509075,,0.0019747282398242449,39715241458/20111750395353
2,7,0.0019751629717751065,,0.0019774851961264083,13256896225/6703916798451
2,8,0.0019705125836774863,,0.0019802421524285712,39826135892/20111750395353
2,9,0.001969832546874706,,0.0019829991087307345,39881583109/20111750395353
2,10,0.0019600151974554737,,0.0019857560650328974,4437447814/2234638932817
2,11,0.0019546018672387125,,0.0019885130213350608,39992477543/20111750395353
2,12,0.0019815844088099323,,0.0019912699776372237,40047924760/20111750395353
2,13,0.0019565345520328923,,0.0019940269339393871,13367790659/6703916798451
2,14,0.001950467650895456,,0.00199678389024155,40158819194/20111750395353
2,15,0.0019646786303174324,,0.0019995408465437133,40214266411/20111750395353
2,16,0.0019593155529313861,,0.0020022978028458763,13423237876/6703916798451
2,17,0.0019441751297488636,,0.0020050547591480396,40325160845/20111750395353
2,18,0.0019638496933420844,,0.0020078117154502025,40380608062/20111750395353
2,19,0.001963440996097382,,0.0020105686717523654,4492895031/2234638932817
2,20,0.0020044465705779833,,0.0020133256280545288,40491502496/20111750395353
2,21,0.0019808430898983209,,0.0020160825843566917,40546949713/20111750395353
2,22,0.0019623266671397895,,0.0020188395406588551,13534132310/6703916798451
2,23,0.0019717440115582957,,0.002021596496961018,40657844147/20111750395353
2,24,0.0019577233593979335,,0.0020243534532631813,40713291364/20111750395353
2,25,0.0020250028935175179,,0.0020271104095653442,13589579527/6703916798451
2,26,0.0019752404866978436,,0.0020298673658675076,40824185798/20111750395353
2,27,0.0019721715381223011,,0.0020326243221696705,40879633015/20111750395353
2,28,0.0020132816151730284,,0.0020353812784718339,4548342248/2234638932817
2,29,0.0020199169022857319,,0.0020381382347739968,40990527449/20111750395353
2,30,0.0020079605328047955,,0.0020408951910761597,41045974666/20111750395353
2,31,0.0020245621783460573,,0.0020436521473783231,13700473961/6703916798451
2,32,0.0020120480604153201,,0.002046409103680486,41156869100/20111750395353
2,33,0.0020121763694569386,,0.0020491660599826493,41212316317/20111750395353
2,34,0.0020437010803727399,,0.0020519230162848122,13755921178/6703916798451
2,35,0.0020727014091449407,,0.0020546799725869756,41323210751/20111750395353
2,36,0.002084095635280708,,0.0020574369288891385,41378657968/20111750395353
2,37,0.0020973437966209335,,0.0020601938851913019,4603789465/2234638932817
2,38,0.0021043500685463236,,0.0020629508414934648,41489552402/20111750395353
2,39,0.0021161599508258597,,0.0020657077977956281,41544999619/20111750395353
2,40,0.0021491222983456263,,0.002068464754097791,13866815612/6703916798451
2,41,0.0021806499898748095,,0.0020712217103999544,41655894053/20111750395353
2,42,0.0022204254934927881,,0.0020739786667021173,41711341270/20111750395353
3,-2,0.0020653697482005879,,0.0019840470187129939,39902658413/20111750395353
3,-1,0.002047840044323949,,0.0019868039750151568,39958105630/20111750395353
3,0,0.002035455875977807,,0.0019895609313173202,13337850949/6703916798451
3,1,0.0020255678243414508,,0.0019923178876194831,40069000064/20111750395353
3,2,0.0020410498987873072,,0.0019950748439216464,40124447281/20111750395353
3,3,0.0020194576039429305,,0.0019978318002238094,4464432722/2234638932817
3,4,0.0020118321664984234,,0.0020005887565259727,40235341715/20111750395353
3,5,0.0020047123482771641,,0.0020033457128281356,40290788932/20111750395353
3,6,0.0020308974492942731,,0.002006102669130299,13448745383/6703916798451
3,7,0.0019996284278451467,,0.0020088596254324619,40401683366/20111750395353
3,8,0.0019949587910739587,,0.0020116165817346252,40457130583/20111750395353
3,9,0.001980753523444533,,0.0020143735380367882,13504192600/6703916798451
3,10,0.0019984608955601461,,0.0020171304943389511,40568025017/20111750395353
3,11,0.0019822129699190788,,0.0020198874506411144,40623472234/20111750395353
3,12,0.0019745391549200655,,0.0020226444069432773,4519879939/2234638932817
3,13,0.0019745869016942908,,0.0020254013632454407,40734366668/20111750395353
3,14,0.0019873400373278957,,0.0020281583195476036,40789813885/20111750395353
3,15,0.0020000176582400751,,0.002030915275849767,13615087034/6703916798451
3,16,0.0019674782523979991,,0.0020336722321519299,40900708319/20111750395353
3,17,0.0020034815891109472,,0.0020364291884540932,40956155536/20111750395353
3,18,0.0020133544855216643,,0.0020391861447562562,13670534251/6703916798451
3,19,0.0019739068220555071,,0.0020419431010584195,41067049970/20111750395353
3,20,0.002018132437625924,,0.0020447000573605824,41122497187/20111750395353
3,21,0.0020004050664609351,,0.0020474570136627458,4575327156/2234638932817
3,22,0.0020305865906187384,,0.0020502139699649087,41233391621/20111750395353
3,23,0.0020594600604504965,,0.0020529709262670716,41288838838/20111750395353
3,24,0.0020162879855089794,,0.002055727882569235,13781428685/6703916798451
3,25,0.0019999922666586929,,0.0020584848388713979,41399733272/20111750395353
3,26,0.0020115122230931525,,0.0020612417951735612,41455180489/20111750395353
3,27,0.0020272122802846423,,0.0020639987514757241,13836875902/6703916798451
3,28,0.0020873001164625447,,0.0020667557077778875,41566074923/20111750395353
3,29,0.002055105373208532,,0.0020695126640800504,41621522140/20111750395353
3,30,0.0020294593778465886,,0.0020722696203822138,4630774373/2234638932817
3,31,0.002050391784727699,,0.0020750265766843767,41732416574/20111750395353
3,32,0.0020596348520176299,,0.00207778353298654,41787863791/20111750395353
3,33,0.002054759567324491,,0.002080540489288703,13947770336/6703916798451
3,34,0.0020928579850437818,,0.0020832974455908659,41898758225/20111750395353
3,35,0.0020918726806655051,,0.0020860544018930292,41954205442/20111750395353
3,36,0.0021071583357398947,,0.0020888113581951921,14003217553/6703916798451
3,37,0.0021387753188302637,,0.0020915683144973555,42065099876/20111750395353
3,38,0.0021672930337121783,,0.0020943252707995184,42120547093/20111750395353
3,39,0.0021747917800305672,,0.0020970822271016818,4686221590/2234638932817
3,40,0.0022102942089124852,,0.0020998391834038447,42231441527/20111750395353
3,41,0.00224477078754782,,0.002102596139706008,42286888744/20111750395353
4,-2,0.0020778262022298735,,0.0020154214480190475,40533653104/20111750395353
4,-1,0.0020612033090763229,,0.0020181784043212109,13529700107/6703916798451
4,0,0.0020671579383720754,,0.0020209353606233738,40644547538/20111750395353
4,1,0.0020542546133059925,,0.0020236923169255367,40699994755/20111750395353
4,2,0.0020860201723155777,,0.0020264492732277001,13585147324/6703916798451
4,3,0.0020408099997348723,,0.002029206229529863,40810889189/20111750395353
4,4,0.0020676289587787449,,0.0020319631858320263,40866336406/20111750395353
4,5,0.0020536825405734651,,0.0020347201421341892,4546864847/2234638932817
4,6,0.0020142468720491823,,0.0020374770984363526,40977230840/20111750395353
4,7,0.0020232074878669573,,0.0020402340547385155,41032678057/20111750395353
4,8,0.0020118344097372304,,0.0020429910110406789,13696041758/6703916798451
4,9,0.0020051015983219159,,0.0020457479673428418,41143572491/20111750395353
4,10,0.0020218154654691807,,0.0020485049236450051,41199019708/20111750395353
4,11,0.0020134303449611275,,0.0020512618799471681,13751488975/6703916798451
4,12,0.0020128872139060696,,0.0020540188362493314,378990038/184511471517
4,13,0.001986880076831077,,0.0020567757925514943,41365361359/20111750395353
4,14,0.0020829048788621085,,0.0020595327488536572,4602312064/2234638932817
4,15,0.0020004276987488265,,0.0020622897051558206,41476255793/20111750395353
4,16,0.0020133892951338804,,0.0020650466614579835,41531703010/20111750395353
4,17,0.0020144910144420988,,0.0020678036177601469,13862383409/6703916798451
4,18,0.0020069766884023904,,0.0020705605740623098,41642597444/20111750395353
4,19,0.0020494176586573426,,0.0020733175303644731,41698044661/20111750395353
4,20,0.0020306355132304475,,0.002076074486666636,13917830626/6703916798451
4,21,0.0020322578876544291,,0.0020788314429687994,41808939095/20111750395353
4,22,0.0020361083832317419,,0.0020815883992709623,41864386312/20111750395353
4,23,0.0020192843748934246,,0.0020843453555731257,4657759281/2234638932817
4,24,0.0020382161122347764,,0.0020871023118752886,41975280746/20111750395353
4,25,0.0020946765911427994,,0.0020898592681774515,42030727963/20111750395353
4,26,0.0020504927949785588,,0.0020926162244796149,14028725060/6703916798451
4,27,0.0020510158483767974,,0.0020953731807817778,42141622397/20111750395353
4,28,0.0020589091100781912,,0.0020981301370839411,42197069614/20111750395353
4,29,0.0020697787972172427,,0.002100887093386104,14084172277/6703916798451
4,30,0.00207498383270205,,0.0021036440496882674,42307964048/20111750395353
4,31,0.0020768705285788016,,0.0021064010059904303,42363411265/20111750395353
4,32,0.0020883500767808496,,0.0021091579622925937,4713206498/2234638932817
4,33,0.0021182966639790909,,0.0021119149185947566,42474305699/20111750395353
4,34,0.0021320941966118945,,0.0021146718748969199,42529752916/20111750395353
4,35,0.0021344437416134458,,0.0021174288311990828,14195066711/6703916798451
4,36,0.0021656297020921588,,0.0021201857875012462,42640647350/20111750395353
4,37,0.0021983787835716364,,0.0021229427438034091,42696094567/20111750395353
4,38,0.0022210043026195127,,0.002125699700105572,14250513928/6703916798451
4,39,0.0022456059735716689,,0.0021284566564077354,42806989001/20111750395353
4,40,0.0022951878201117183,,0.0021312136127098983,42862436218/20111750395353
5,-2,0.002087148080242505,,0.0020467958773251011,4573849755/2234638932817
5,-1,0.0020895145856643215,,0.0020495528336272645,41220095012/20111750395353
5,0,0.0020703277272932949,,0.0020523097899294274,41275542229/20111750395353
5,1,0.0020867788109008036,,0.0020550667462315908,13776996482/6703916798451
5,2,0.0020859104688216406,,0.0020578237025337537,41386436663/20111750395353
5,3,0.0020923591869612336,,0.002060580658835917,41441883880/20111750395353
5,4,0.0020562678683168937,,0.00206333761513808,13832443699/6703916798451
5,5,0.0020498666004503154,,0.0020660945714402429,41552778314/20111750395353
5,6,0.0020727795397053228,,0.0020688515277424062,41608225531/20111750395353
5,7,0.0020277675345839507,,0.0020716084840445691,4629296972/2234638932817
5,8,0.0020633457798942515,,0.0020743654403467325,41719119965/20111750395353
5,9,0.0020546744565650824,,0.0020771223966488954,41774567182/20111750395353
5,10,0.0020627670888981368,,0.0020798793529510588,13943338133/6703916798451
5,11,0.0020388222908013765,,0.0020826363092532217,41885461616/20111750395353
5,12,0.0020259285669409757,,0.002085393265555385,41940908833/20111750395353
5,13,0.0020617731595304551,,0.0020881502218575479,13998785350/6703916798451
5,14,0.00205695706134231,,0.0020909071781597113,42051803267/20111750395353
5,15,0.0020349421168945514,,0.0020936641344618742,42107250484/20111750395353
5,16,0.0020618102793988303,,0.0020964210907640371,4684744189/2234638932817
5,17,0.0020694494709289002,,0.0020991780470662005,42218144918/20111750395353
5,18,0.0020419426038861218,,0.0021019350033683634,42273592135/20111750395353
5,19,0.0020467647125567813,,0.0021046919596705268,14109679784/6703916798451
5,20,0.0020844943630362613,,0.0021074489159726897,42384486569/20111750395353
5,21,0.0020618442338941625,,0.002110205872274853,42439933786/20111750395353
5,22,0.0020551906567194676,,0.0021129628285770159,14165127001/6703916798451
5,23,0.0020564531308405179,,0.0021157197848791793,42550828220/20111750395353
5,24,0.0020720724367405815,,0.0021184767411813422,42606275437/20111750395353
5,25,0.0021283617068394863,,0.0021212336974835056,4740191406/2234638932817
5,26,0.0020676232524910066,,0.0021239906537856685,42717169871/20111750395353
5,27,0.0021286450797470707,,0.0021267476100878318,42772617088/20111750395353
5,28,0.0021010302158897924,,0.0021295045663899947,14276021435/6703916798451
5,29,0.0021087513101271907,,0.0021322615226921577,42883511522/20111750395353
5,30,0.0021288066383685056,,0.002135018478994321,42938958739/20111750395353
5,31,0.0021543129513510984,,0.0021377754352964839,14331468652/6703916798451
5,32,0.0021467401295257598,,0.0021405323915986473,43049853173/20111750395353
5,33,0.0021588897672845291,,0.0021432893479008102,43105300390/20111750395353
5,34,0.0021750023020745859,,0.0021460463042029736,4795638623/2234638932817
5,35,0.0022073119165679981,,0.0021488032605051365,43216194824/20111750395353
5,36,0.0022387791348954236,,0.0021515602168072998,43271642041/20111750395353
5,37,0.0022606697401485608,,0.0021543171731094627,14442363086/6703916798451
5,38,0.0023024213154152059,,0.0021570741294116261,43382536475/20111750395353
6,-2,0.002106057955071486,,0.0020781703066311548,41795642486/20111750395353
6,-1,0.0021314449860439454,,0.0020809272629333181,41851089703/20111750395353
6,0,0.002102391835984381,,0.002083684219235481,4656281880/2234638932817
6,1,0.0021414286128832866,,0.0020864411755376444,41961984137/20111750395353
6,2,0.002084039222396901,,0.0020891981318398073,42017431354/20111750395353
6,3,0.0021044790217862219,,0.0020919550881419707,14024292857/6703916798451
6,4,0.0020763888162150905,,0.0020947120444441336,42128325788/20111750395353
6,5,0.0020794434211993031,,0.0020974690007462969,42183773005/20111750395353
6,6,0.0020707621254296687,,0.0021002259570484598,14079740074/6703916798451
6,7,0.0021142362276590164,,0.0021029829133506232,42294667439/20111750395353
6,8,0.0021130830548712681,,0.0021057398696527861,42350114656/20111750395353
6,9,0.002062240222514799,,0.002108496825954949,4711729097/2234638932817
6,10,0.0020831575237140916,,0.0021112537822571124,42461009090/20111750395353
6,11,0.0020681086011171577,,0.0021140107385592753,42516456307/20111750395353
6,12,0.0020712422639362822,,0.0021167676948614387,14190634508/6703916798451
6,13,0.0020614701912353289,,0.0021195246511636016,42627350741/20111750395353
6,14,0.0020999208593765351,,0.0021222816074657649,42682797958/20111750395353
6,15,0.0020699106029185201,,0.0021250385637679278,14246081725/6703916798451
6,16,0.0021127104396824379,,0.0021277955200700912,42793692392/20111750395353
6,17,0.0020908253933398712,,0.0021305524763722541,42849139609/20111750395353
6,18,0.002081313081605226,,0.0021333094326744175,4767176314/2234638932817
6,19,0.0020776837320488225,,0.0021360663889765804,42960034043/20111750395353
6,20,0.0020967080499204329,,0.0021388233452787433,43015481260/20111750395353
6,21,0.0020963725198360804,,0.0021415803015809066,14356976159/6703916798451
6,22,0.0021220863019628892,,0.0021443372578830696,43126375694/20111750395353
6,23,0.002149728013521676,,0.0021470942141852329,43181822911/20111750395353
6,24,0.0021306274390477204,,0.0021498511704873958,14412423376/6703916798451
6,25,0.0021300489273781515,,0.0021526081267895592,43292717345/20111750395353
6,26,0.0021616825300479329,,0.0021553650830917221,43348164562/20111750395353
6,27,0.0021300060055811846,,0.0021581220393938855,4822623531/2234638932817
6,28,0.0021349413332874415,,0.0021608789956960484,43459058996/20111750395353
6,29,0.0021686906204800302,,0.0021636359519982117,43514506213/20111750395353
6,30,0.0021723105325309818,,0.0021663929083003746,14523317810/6703916798451
6,31,0.002184243328771368,,0.002169149864602538,43625400647/20111750395353
6,32,0.0022137083263727504,,0.0021719068209047009,43680847864/20111750395353
6,33,0.0022271806353889091,,0.0021746637772068638,14578765027/6703916798451
6,34,0.0022748937426944104,,0.0021774207335090272,43791742298/20111750395353
6,35,0.0022833591384104298,,0.0021801776898111901,43847189515/20111750395353
6,36,0.0023167669615473756,,0.0021829346461133534,4878070748/2234638932817
7,-2,0.0021318431224653799,,0.0021095447359372088,42426637177/20111750395353
7,-1,0.0021222755056412553,,0.0021123016922393717,14160694798/6703916798451
7,0,0.0021785588975156483,,0.0021150586485415347,42537531611/20111750395353
7,1,0.0021497376585584843,,0.002117815604843698,42592978828/20111750395353
7,2,0.0021168386933875351,,0.0021205725611458609,4738714005/2234638932817
7,3,0.0021299790090137066,,0.0021233295174480243,42703873262/20111750395353
7,4,0.0020952617443165504,,0.0021260864737501872,42759320479/20111750395353
7,5,0.0021030201833632783,,0.0021288434300523506,14271589232/6703916798451
7,6,0.0021329898010319518,,0.0021316003863545135,42870214913/20111750395353
7,7,0.0021068447372886105,,0.0021343573426566768,42925662130/20111750395353
7,8,0.0021131109028900085,,0.0021371142989588397,14327036449/6703916798451
7,9,0.0020754341741461512,,0.0021398712552610031,43036556564/20111750395353
7,10,0.0020938215355090174,,0.002142628211563166,43092003781/20111750395353
7,11,0.0021478675134893105,,0.0021453851678653289,4794161222/2234638932817
7,12,0.0021248474767051112,,0.0021481421241674923,43202898215/20111750395353
7,13,0.0021171056920548659,,0.0021508990804696552,43258345432/20111750395353
7,14,0.0021331603916601716,,0.0021536560367718185,14437930883/6703916798451
7,15,0.0021387033335046324,,0.0021564129930739815,43369239866/20111750395353
7,16,0.0021136866434536168,,0.0021591699493761448,43424687083/20111750395353
7,17,0.002115944854275212,,0.0021619269056783077,14493378100/6703916798451
7,18,0.0021485167772874519,,0.0021646838619804711,43535581517/20111750395353
7,19,0.0021050714329912544,,0.002167440818282634,43591028734/20111750395353
7,20,0.0021499080434250243,,0.0021701977745847974,4849608439/2234638932817
7,21,0.0021308567997473616,,0.0021729547308869603,43701923168/20111750395353
7,22,0.002139523842347499,,0.0021757116871891236,401443765/184511471517
7,23,0.00214769433021284,,0.0021784686434912865,14604272534/6703916798451
7,24,0.0021406108719942678,,0.0021812255997934495,43868264819/20111750395353
7,25,0.002142635930892449,,0.0021839825560956128,43923712036/20111750395353
7,26,0.0021884266671195144,,0.0021867395123977757,14659719751/6703916798451
7,27,0.0022004883345523624,,0.0021894964686999391,44034606470/20111750395353
7,28,0.0021903022603474687,,0.002192253425002102,44090053687/20111750395353
7,29,0.002217598671836078,,0.0021950103813042653,4905055656/2234638932817
7,30,0.0022338072201533539,,0.0021977673376064283,44200948121/20111750395353
7,31,0.0022584130373472428,,0.0022005242939085916,44256395338/20111750395353
7,32,0.0022808943776148191,,0.0022032812502107545,14770614185/6703916798451
7,33,0.0023103085256096392,,0.0022060382065129179,44367289772/20111750395353
8,-2,0.0021620220886510509,,0.0021409191652432625,14352543956/6703916798451
8,-1,0.0021660886517703777,,0.0021436761215454254,43113079085/20111750395353
8,0,0.002180085900810984,,0.0021464330778475887,43168526302/20111750395353
8,1,0.0022071087234784795,,0.0021491900341497516,14407991173/6703916798451
8,2,0.0021958218746287572,,0.002151946990451915,43279420736/20111750395353
8,3,0.002170474668026408,,0.0021547039467540779,43334867953/20111750395353
8,4,0.0021502696187058403,,0.0021574609030562408,4821146130/2234638932817
8,5,0.0021288974815626958,,0.0021602178593584042,43445762387/20111750395353
8,6,0.0021326496688844109,,0.0021629748156605671,43501209604/20111750395353
8,7,0.00216566154914038,,0.0021657317719627305,14518885607/6703916798451
8,8,0.0021497765120459178,,0.0021684887282648934,43612104038/20111750395353
8,9,0.002160792190309898,,0.0021712456845670567,43667551255/20111750395353
8,10,0.0021568996003877411,,0.0021740026408692196,14574332824/6703916798451
8,11,0.0021915536083533978,,0.002176759597171383,43778445689/20111750395353
8,12,0.0021826814516696536,,0.0021795165534735459,43833892906/20111750395353
8,13,0.002179733753340813,,0.0021822735097757093,4876593347/2234638932817
8,14,0.0021717796030793646,,0.0021850304660778722,43944787340/20111750395353
8,15,0.0021492488637103535,,0.0021877874223800351,44000234557/20111750395353
8,16,0.0021720017814546391,,0.0021905443786821984,14685227258/6703916798451
8,17,0.0021801651826278668,,0.0021933013349843614,44111128991/20111750395353
8,18,0.0021603907458755752,,0.0021960582912865247,44166576208/20111750395353
8,19,0.0021617637375568773,,0.0021988152475886876,14740674475/6703916798451
8,20,0.0021489817982033605,,0.002201572203890851,44277470642/20111750395353
8,21,0.0022044568442231706,,0.0022043291601930139,44332917859/20111750395353
8,22,0.0021843195097273347,,0.0022070861164951773,4932040564/2234638932817
8,23,0.0022283866544024434,,0.0022098430727973402,44443812293/20111750395353
8,24,0.0022154449286090677,,0.0022126000290995035,44499259510/20111750395353
8,25,0.0022105874188048436,,0.0022153569854016664,14851568909/6703916798451
8,26,0.0022280373045409549,,0.0022181139417038298,44610153944/20111750395353
8,27,0.002246823005014983,,0.0022208708980059927,44665601161/20111750395353
8,28,0.0022634475755646936,,0.0022236278543081556,14907016126/6703916798451
8,29,0.0023015837338265228,,0.002226384810610319,44776495595/20111750395353
8,30,0.0023100310345474167,,0.0022291417669124819,44831942812/20111750395353
9,-2,0.0021767800198245783,,0.0021722935945493161,43688626559/20111750395353
9,-1,0.0021800581970637532,,0.002175050550851479,43744073776/20111750395353
9,0,0.0021842802272112011,,0.0021778075071536424,14599840331/6703916798451
9,1,0.0021821484770158071,,0.0021805644634558053,43854968210/20111750395353
9,2,0.002161671172580943,,0.0021833214197579686,43910415427/20111750395353
9,3,0.002153210727462565,,0.0021860783760601315,14655287548/6703916798451
9,4,0.0021625911109729025,,0.0021888353323622949,44021309861/20111750395353
9,5,0.0021575775716241915,,0.0021915922886644578,44076757078/20111750395353
9,6,0.0021759855745284288,,0.0021943492449666207,4903578255/2234638932817
9,7,0.0021816611487140243,,0.0021971062012687841,44187651512/20111750395353
9,8,0.0021838072035555594,,0.002199863157570947,44243098729/20111750395353
9,9,0.0021868433833331278,,0.0022026201138731103,14766181982/6703916798451
9,10,0.0021908508562803906,,0.0022053770701752733,44353993163/20111750395353
9,11,0.0021662475610078253,,0.0022081340264774366,44409440380/20111750395353
9,12,0.002195890239117735,,0.0022108909827795995,14821629199/6703916798451
9,13,0.0021695886268561851,,0.0022136479390817629,44520334814/20111750395353
9,14,0.0021862354367939707,,0.0022164048953839258,44575782031/20111750395353
9,15,0.002238213866163353,,0.0022191618516860892,4959025472/2234638932817
